Time	pn	pe	pd	u	v	w	phi	theta	psip	q	r
4.1500000	1.0710576	0.3721019	-0.1016991	0.0746688	0.0037244	0.0635791	-0.0052087	0.0047933	0.0046167	0.0033256	-0.0004739	-0.0019986
4.1600000	1.0718028	0.3721432	-0.1010691	0.0738026	0.0032003	0.0631805	-0.0051743	0.0047871	0.0045956	0.0035799	-0.0007532	-0.0022406
4.1700000	1.0725394	0.3721792	-0.1004429	0.0729419	0.0026829	0.0627843	-0.0051374	0.0047781	0.0045720	0.0038277	-0.0010273	-0.0024771
4.1800000	1.0732674	0.3722100	-0.0998206	0.0720871	0.0021722	0.0623903	-0.0050980	0.0047663	0.0045462	0.0040689	-0.0012961	-0.0027081
4.1900000	1.0739868	0.3722357	-0.0992022	0.0712382	0.0016685	0.0619987	-0.0050563	0.0047519	0.0045180	0.0043035	-0.0015595	-0.0029335
4.2000000	1.0746978	0.3722562	-0.0985876	0.0703956	0.0011719	0.0616093	-0.0050122	0.0047349	0.0044877	0.0045316	-0.0018174	-0.0031532
4.2100000	1.0754004	0.3722716	-0.0979768	0.0695594	0.0006827	0.0612223	-0.0049660	0.0047153	0.0044552	0.0047529	-0.0020699	-0.0033673
4.2200000	1.0760947	0.3722821	-0.0973698	0.0687298	0.0002009	0.0608376	-0.0049175	0.0046932	0.0044206	0.0049677	-0.0023167	-0.0035757
4.2300000	1.0767807	0.3722878	-0.0967666	0.0679072	-0.0002733	0.0604552	-0.0048670	0.0046686	0.0043839	0.0051757	-0.0025579	-0.0037784
4.2400000	1.0774585	0.3722886	-0.0961671	0.0670915	-0.0007396	0.0600751	-0.0048144	0.0046417	0.0043453	0.0053771	-0.0027934	-0.0039753
4.2500000	1.0781281	0.3722846	-0.0955712	0.0662832	-0.0011981	0.0596973	-0.0047598	0.0046124	0.0043047	0.0055717	-0.0030232	-0.0041664
4.2600000	1.0787897	0.3722760	-0.0949791	0.0654822	-0.0016485	0.0593218	-0.0047034	0.0045808	0.0042623	0.0057597	-0.0032472	-0.0043518
4.2700000	1.0794433	0.3722629	-0.0943907	0.0646889	-0.0020907	0.0589486	-0.0046451	0.0045471	0.0042180	0.0059410	-0.0034655	-0.0045314
4.2800000	1.0800890	0.3722452	-0.0938059	0.0639033	-0.0025246	0.0585777	-0.0045850	0.0045111	0.0041720	0.0061156	-0.0036779	-0.0047051
4.2900000	1.0807269	0.3722231	-0.0932247	0.0631257	-0.0029501	0.0582091	-0.0045232	0.0044731	0.0041243	0.0062835	-0.0038844	-0.0048731
4.3000000	1.0813570	0.3721967	-0.0926471	0.0623561	-0.0033670	0.0578428	-0.0044598	0.0044330	0.0040749	0.0064448	-0.0040851	-0.0050353
4.3100000	1.0819794	0.3721661	-0.0920731	0.0615948	-0.0037753	0.0574787	-0.0043948	0.0043910	0.0040239	0.0065994	-0.0042798	-0.0051917
4.3200000	1.0825942	0.3721313	-0.0915026	0.0608419	-0.0041749	0.0571170	-0.0043283	0.0043470	0.0039715	0.0067474	-0.0044687	-0.0053423
4.3300000	1.0832015	0.3720924	-0.0909357	0.0600975	-0.0045657	0.0567575	-0.0042603	0.0043012	0.0039175	0.0068889	-0.0046516	-0.0054871
4.3400000	1.0838014	0.3720496	-0.0903722	0.0593618	-0.0049476	0.0564003	-0.0041910	0.0042535	0.0038622	0.0070237	-0.0048286	-0.0056261
4.3500000	1.0843939	0.3720028	-0.0898123	0.0586348	-0.0053205	0.0560453	-0.0041204	0.0042042	0.0038054	0.0071520	-0.0049996	-0.0057594
4.3600000	1.0849792	0.3719523	-0.0892558	0.0579167	-0.0056843	0.0556926	-0.0040485	0.0041531	0.0037474	0.0072738	-0.0051647	-0.0058869
4.3700000	1.0855573	0.3718980	-0.0887028	0.0572077	-0.0060391	0.0553422	-0.0039754	0.0041004	0.0036881	0.0073892	-0.0053239	-0.0060087
4.3800000	1.0861283	0.3718402	-0.0881532	0.0565077	-0.0063847	0.0549940	-0.0039012	0.0040462	0.0036277	0.0074982	-0.0054771	-0.0061249
4.3900000	1.0866924	0.3717788	-0.0876070	0.0558169	-0.0067211	0.0546480	-0.0038260	0.0039904	0.0035661	0.0076007	-0.0056244	-0.0062353
4.4000000	1.0872495	0.3717140	-0.0870642	0.0551354	-0.0070483	0.0543042	-0.0037497	0.0039332	0.0035034	0.0076970	-0.0057658	-0.0063402
4.4100000	1.0877998	0.3716458	-0.0865247	0.0544633	-0.0073662	0.0539627	-0.0036726	0.0038747	0.0034398	0.0077870	-0.0059013	-0.0064394
4.4200000	1.0883435	0.3715744	-0.0859886	0.0538007	-0.0076747	0.0536234	-0.0035945	0.0038148	0.0033751	0.0078707	-0.0060309	-0.0065331
4.4300000	1.0888805	0.3714998	-0.0854558	0.0531476	-0.0079739	0.0532862	-0.0035157	0.0037536	0.0033096	0.0079484	-0.0061547	-0.0066213
4.4400000	1.0894110	0.3714222	-0.0849263	0.0525041	-0.0082638	0.0529512	-0.0034361	0.0036912	0.0032431	0.0080199	-0.0062726	-0.0067040
4.4500000	1.0899350	0.3713417	-0.0844001	0.0518702	-0.0085443	0.0526184	-0.0033558	0.0036277	0.0031759	0.0080853	-0.0063848	-0.0067813
4.4600000	1.0904527	0.3712582	-0.0838772	0.0512460	-0.0088154	0.0522878	-0.0032749	0.0035631	0.0031080	0.0081448	-0.0064912	-0.0068532
4.4700000	1.0909642	0.3711720	-0.0833575	0.0506316	-0.0090771	0.0519593	-0.0031934	0.0034975	0.0030393	0.0081984	-0.0065918	-0.0069197
4.4800000	1.0914696	0.3710831	-0.0828410	0.0500270	-0.0093294	0.0516329	-0.0031115	0.0034309	0.0029700	0.0082462	-0.0066868	-0.0069810
4.4900000	1.0919689	0.3709917	-0.0823277	0.0494322	-0.0095724	0.0513087	-0.0030290	0.0033633	0.0029001	0.0082882	-0.0067761	-0.0070370
4.5000000	1.0924622	0.3708977	-0.0818175	0.0488473	-0.0098060	0.0509866	-0.0029462	0.0032950	0.0028297	0.0083245	-0.0068598	-0.0070879
4.5100000	1.0929497	0.3708013	-0.0813106	0.0482723	-0.0100302	0.0506666	-0.0028630	0.0032258	0.0027588	0.0083552	-0.0069379	-0.0071336
4.5200000	1.0934315	0.3707027	-0.0808067	0.0477072	-0.0102452	0.0503487	-0.0027796	0.0031558	0.0026875	0.0083803	-0.0070105	-0.0071743
4.5300000	1.0939076	0.3706018	-0.0803060	0.0471519	-0.0104509	0.0500328	-0.0026959	0.0030852	0.0026157	0.0084000	-0.0070777	-0.0072100
4.5400000	1.0943782	0.3704989	-0.0798084	0.0466067	-0.0106473	0.0497190	-0.0026120	0.0030139	0.0025437	0.0084144	-0.0071394	-0.0072408
4.5500000	1.0948433	0.3703939	-0.0793139	0.0460713	-0.0108345	0.0494073	-0.0025281	0.0029420	0.0024713	0.0084234	-0.0071958	-0.0072667
4.5600000	1.0953031	0.3702870	-0.0788224	0.0455459	-0.0110125	0.0490976	-0.0024440	0.0028696	0.0023987	0.0084273	-0.0072469	-0.0072878
4.5700000	1.0957576	0.3701783	-0.0783340	0.0450304	-0.0111814	0.0487899	-0.0023600	0.0027968	0.0023259	0.0084260	-0.0072928	-0.0073042
4.5800000	1.0962070	0.3700678	-0.0778486	0.0445248	-0.0113413	0.0484842	-0.0022759	0.0027235	0.0022530	0.0084197	-0.0073334	-0.0073159
4.5900000	1.0966513	0.3699557	-0.0773663	0.0440291	-0.0114922	0.0481806	-0.0021920	0.0026498	0.0021800	0.0084085	-0.0073690	-0.0073231
4.6000000	1.0970906	0.3698420	-0.0768869	0.0435433	-0.0116341	0.0478789	-0.0021082	0.0025758	0.0021069	0.0083924	-0.0073995	-0.0073257
4.6100000	1.0975251	0.3697269	-0.0764104	0.0430673	-0.0117671	0.0475791	-0.0020245	0.0025015	0.0020338	0.0083716	-0.0074251	-0.0073239
4.6200000	1.0979549	0.3696104	-0.0759370	0.0426012	-0.0118913	0.0472813	-0.0019411	0.0024270	0.0019607	0.0083461	-0.0074457	-0.0073178
4.6300000	1.0983799	0.3694926	-0.0754664	0.0421448	-0.0120068	0.0469855	-0.0018580	0.0023523	0.0018878	0.0083161	-0.0074616	-0.0073074
4.6400000	1.0988005	0.3693737	-0.0749988	0.0416981	-0.0121136	0.0466916	-0.0017752	0.0022775	0.0018149	0.0082816	-0.0074726	-0.0072928
4.6500000	1.0992165	0.3692536	-0.0745340	0.0412612	-0.0122119	0.0463996	-0.0016927	0.0022027	0.0017422	0.0082427	-0.0074790	-0.0072740
4.6600000	1.0996282	0.3691325	-0.0740722	0.0408339	-0.0123016	0.0461095	-0.0016107	0.0021277	0.0016697	0.0081996	-0.0074807	-0.0072513
4.6700000	1.1000356	0.3690104	-0.0736132	0.0404161	-0.0123830	0.0458212	-0.0015291	0.0020528	0.0015974	0.0081523	-0.0074780	-0.0072245
4.6800000	1.1004388	0.3688875	-0.0731570	0.0400079	-0.0124561	0.0455349	-0.0014479	0.0019780	0.0015254	0.0081010	-0.0074708	-0.0071940
4.6900000	1.1008379	0.3687639	-0.0727037	0.0396092	-0.0125209	0.0452504	-0.0013673	0.0019032	0.0014538	0.0080456	-0.0074592	-0.0071596
4.7000000	1.1012331	0.3686395	-0.0722532	0.0392198	-0.0125776	0.0449677	-0.0012873	0.0018286	0.0013825	0.0079865	-0.0074433	-0.0071215
4.7100000	1.1016244	0.3685146	-0.0718055	0.0388398	-0.0126264	0.0446869	-0.0012079	0.0017542	0.0013116	0.0079235	-0.0074232	-0.0070798
4.7200000	1.1020118	0.3683891	-0.0713605	0.0384691	-0.0126672	0.0444078	-0.0011291	0.0016800	0.0012411	0.0078569	-0.0073990	-0.0070346
4.7300000	1.1023956	0.3682632	-0.0709183	0.0381076	-0.0127002	0.0441306	-0.0010510	0.0016061	0.0011711	0.0077867	-0.0073708	-0.0069860
4.7400000	1.1027757	0.3681370	-0.0704789	0.0377551	-0.0127256	0.0438551	-0.0009736	0.0015325	0.0011015	0.0077131	-0.0073386	-0.0069340
4.7500000	1.1031523	0.3680104	-0.0700421	0.0374117	-0.0127433	0.0435815	-0.0008970	0.0014592	0.0010325	0.0076361	-0.0073025	-0.0068788
4.7600000	1.1035255	0.3678837	-0.0696081	0.0370772	-0.0127536	0.0433095	-0.0008211	0.0013863	0.0009641	0.0075559	-0.0072627	-0.0068203
4.7700000	1.1038954	0.3677568	-0.0691767	0.0367516	-0.0127566	0.0430394	-0.0007461	0.0013139	0.0008963	0.0074725	-0.0072192	-0.0067588
4.7800000	1.1042619	0.3676299	-0.0687481	0.0364347	-0.0127524	0.0427709	-0.0006719	0.0012418	0.0008290	0.0073861	-0.0071721	-0.0066943
4.7900000	1.1046253	0.3675030	-0.0683220	0.0361265	-0.0127410	0.0425042	-0.0005985	0.0011703	0.0007625	0.0072968	-0.0071215	-0.0066269
4.8000000	1.1049857	0.3673761	-0.0678987	0.0358268	-0.0127227	0.0422391	-0.0005261	0.0010994	0.0006966	0.0072046	-0.0070675	-0.0065567
4.8100000	1.1053430	0.3672495	-0.0674779	0.0355356	-0.0126976	0.0419758	-0.0004546	0.0010289	0.0006314	0.0071098	-0.0070102	-0.0064837
4.8200000	1.1056974	0.3671230	-0.0670598	0.0352528	-0.0126657	0.0417141	-0.0003840	0.0009591	0.0005670	0.0070122	-0.0069496	-0.0064082
4.8300000	1.1060490	0.3669969	-0.0666442	0.0349782	-0.0126273	0.0414541	-0.0003145	0.0008899	0.0005033	0.0069122	-0.0068859	-0.0063300
4.8400000	1.1063979	0.3668711	-0.0662312	0.0347118	-0.0125824	0.0411957	-0.0002459	0.0008214	0.0004405	0.0068098	-0.0068191	-0.0062495
4.8500000	1.1067441	0.3667458	-0.0658208	0.0344534	-0.0125312	0.0409390	-0.0001784	0.0007535	0.0003784	0.0067050	-0.0067494	-0.0061665
4.8600000	1.1070877	0.3666209	-0.0654129	0.0342029	-0.0124738	0.0406839	-0.0001119	0.0006864	0.0003172	0.0065980	-0.0066768	-0.0060813
4.8700000	1.1074288	0.3664966	-0.0650076	0.0339602	-0.0124104	0.0404304	-0.0000465	0.0006200	0.0002568	0.0064890	-0.0066015	-0.0059939
4.8800000	1.1077675	0.3663730	-0.0646047	0.0337252	-0.0123411	0.0401785	0.0000178	0.0005543	0.0001973	0.0063779	-0.0065235	-0.0059044
4.8900000	1.1081038	0.3662500	-0.0642044	0.0334978	-0.0122660	0.0399282	0.0000810	0.0004895	0.0001387	0.0062649	-0.0064429	-0.0058129
4.9000000	1.1084379	0.3661277	-0.0638065	0.0332778	-0.0121853	0.0396794	0.0001430	0.0004255	0.0000810	0.0061501	-0.0063598	-0.0057195
4.9100000	1.1087698	0.3660062	-0.0634111	0.0330651	-0.0120991	0.0394323	0.0002039	0.0003624	0.0000243	0.0060336	-0.0062743	-0.0056243
4.9200000	1.1090995	0.3658856	-0.0630181	0.0328597	-0.0120076	0.0391866	0.0002636	0.0003001	-0.0000315	0.0059155	-0.0061865	-0.0055273
4.9300000	1.1094272	0.3657658	-0.0626276	0.0326613	-0.0119109	0.0389426	0.0003222	0.0002387	-0.0000863	0.0057959	-0.0060965	-0.0054287
4.9400000	1.1097529	0.3656471	-0.0622395	0.0324699	-0.0118091	0.0387000	0.0003795	0.0001782	-0.0001401	0.0056749	-0.0060044	-0.0053286
4.9500000	1.1100768	0.3655293	-0.0618538	0.0322853	-0.0117025	0.0384590	0.0004356	0.0001186	-0.0001929	0.0055525	-0.0059103	-0.0052269
4.9600000	1.1103987	0.3654126	-0.0614705	0.0321075	-0.0115910	0.0382195	0.0004905	0.0000600	-0.0002446	0.0054290	-0.0058142	-0.0051239
4.9700000	1.1107189	0.3652970	-0.0610896	0.0319361	-0.0114750	0.0379815	0.0005442	0.0000024	-0.0002954	0.0053043	-0.0057162	-0.0050195
4.9800000	1.1110374	0.3651825	-0.0607110	0.0317712	-0.0113545	0.0377449	0.0005966	-0.0000542	-0.0003451	0.0051786	-0.0056166	-0.0049139
4.9900000	1.1113542	0.3650692	-0.0603348	0.0316126	-0.0112296	0.0375099	0.0006478	-0.0001099	-0.0003937	0.0050519	-0.0055152	-0.0048072
5.0000000	1.1116695	0.3649572	-0.0599609	0.0314602	-0.0111006	0.0372763	0.0006977	-0.0001645	-0.0004413	0.0049245	-0.0054123	-0.0046995
5.0100000	1.1119832	0.3648464	-0.0595893	0.0313138	-0.0109676	0.0370442	0.0007463	-0.0002180	-0.0004878	0.0047962	-0.0053079	-0.0045908
5.0200000	1.1122955	0.3647370	-0.0592200	0.0311733	-0.0108307	0.0368135	0.0007936	-0.0002706	-0.0005332	0.0046673	-0.0052021	-0.0044812
5.0300000	1.1126064	0.3646289	-0.0588530	0.0310386	-0.0106900	0.0365842	0.0008397	-0.0003220	-0.0005775	0.0045378	-0.0050950	-0.0043708
5.0400000	1.1129160	0.3645222	-0.0584883	0.0309095	-0.0105457	0.0363564	0.0008844	-0.0003724	-0.0006207	0.0044079	-0.0049867	-0.0042596
5.0500000	1.1132242	0.3644170	-0.0581258	0.0307859	-0.0103980	0.0361300	0.0009278	-0.0004217	-0.0006628	0.0042775	-0.0048772	-0.0041478
5.0600000	1.1135313	0.3643132	-0.0577656	0.0306677	-0.0102470	0.0359050	0.0009700	-0.0004698	-0.0007037	0.0041468	-0.0047667	-0.0040355
5.0700000	1.1138371	0.3642109	-0.0574076	0.0305547	-0.0100928	0.0356814	0.0010108	-0.0005169	-0.0007436	0.0040159	-0.0046552	-0.0039226
5.0800000	1.1141418	0.3641102	-0.0570519	0.0304467	-0.0099356	0.0354592	0.0010503	-0.0005629	-0.0007823	0.0038848	-0.0045429	-0.0038094
5.0900000	1.1144455	0.3640110	-0.0566983	0.0303438	-0.0097756	0.0352384	0.0010886	-0.0006077	-0.0008199	0.0037537	-0.0044297	-0.0036958
5.1000000	1.1147481	0.3639134	-0.0563469	0.0302456	-0.0096128	0.0350189	0.0011255	-0.0006514	-0.0008563	0.0036225	-0.0043158	-0.0035819
5.1100000	1.1150498	0.3638174	-0.0559978	0.0301521	-0.0094474	0.0348008	0.0011610	-0.0006939	-0.0008916	0.0034915	-0.0042013	-0.0034678
5.1200000	1.1153505	0.3637231	-0.0556507	0.0300631	-0.0092796	0.0345841	0.0011953	-0.0007353	-0.0009257	0.0033606	-0.0040863	-0.0033537
5.1300000	1.1156504	0.3636305	-0.0553058	0.0299786	-0.0091094	0.0343687	0.0012283	-0.0007756	-0.0009588	0.0032300	-0.0039707	-0.0032394
5.1400000	1.1159494	0.3635395	-0.0549631	0.0298983	-0.0089371	0.0341546	0.0012600	-0.0008146	-0.0009906	0.0030997	-0.0038548	-0.0031252
5.1500000	1.1162477	0.3634503	-0.0546225	0.0298221	-0.0087628	0.0339419	0.0012904	-0.0008526	-0.0010214	0.0029697	-0.0037385	-0.0030111
5.1600000	1.1165451	0.3633628	-0.0542840	0.0297500	-0.0085866	0.0337305	0.0013194	-0.0008893	-0.0010509	0.0028402	-0.0036220	-0.0028971
5.1700000	1.1168419	0.3632770	-0.0539476	0.0296817	-0.0084086	0.0335205	0.0013472	-0.0009249	-0.0010794	0.0027113	-0.0035053	-0.0027834
5.1800000	1.1171380	0.3631931	-0.0536132	0.0296171	-0.0082290	0.0333117	0.0013737	-0.0009594	-0.0011067	0.0025829	-0.0033886	-0.0026699
5.1900000	1.1174334	0.3631109	-0.0532810	0.0295561	-0.0080479	0.0331042	0.0013989	-0.0009926	-0.0011329	0.0024552	-0.0032718	-0.0025568
5.2000000	1.1177283	0.3630305	-0.0529508	0.0294986	-0.0078654	0.0328980	0.0014229	-0.0010247	-0.0011579	0.0023283	-0.0031550	-0.0024440
5.2100000	1.1180225	0.3629520	-0.0526226	0.0294444	-0.0076818	0.0326931	0.0014455	-0.0010557	-0.0011819	0.0022021	-0.0030383	-0.0023318
5.2200000	1.1183163	0.3628753	-0.0522965	0.0293935	-0.0074970	0.0324895	0.0014670	-0.0010854	-0.0012047	0.0020768	-0.0029219	-0.0022201
5.2300000	1.1186095	0.3628004	-0.0519724	0.0293456	-0.0073112	0.0322872	0.0014871	-0.0011140	-0.0012264	0.0019524	-0.0028056	-0.0021089
5.2400000	1.1189023	0.3627274	-0.0516503	0.0293006	-0.0071246	0.0320861	0.0015061	-0.0011415	-0.0012469	0.0018289	-0.0026897	-0.0019985
5.2500000	1.1191946	0.3626562	-0.0513303	0.0292584	-0.0069373	0.0318863	0.0015238	-0.0011678	-0.0012664	0.0017065	-0.0025742	-0.0018887
5.2600000	1.1194866	0.3625869	-0.0510121	0.0292190	-0.0067494	0.0316877	0.0015402	-0.0011929	-0.0012848	0.0015852	-0.0024591	-0.0017796
5.2700000	1.1197781	0.3625195	-0.0506960	0.0291821	-0.0065610	0.0314903	0.0015555	-0.0012169	-0.0013021	0.0014650	-0.0023445	-0.0016714
5.2800000	1.1200693	0.3624539	-0.0503818	0.0291476	-0.0063723	0.0312942	0.0015696	-0.0012398	-0.0013183	0.0013460	-0.0022305	-0.0015640
5.2900000	1.1203601	0.3623903	-0.0500696	0.0291155	-0.0061833	0.0310994	0.0015825	-0.0012615	-0.0013334	0.0012282	-0.0021171	-0.0014576
5.3000000	1.1206506	0.3623285	-0.0497593	0.0290855	-0.0059941	0.0309057	0.0015942	-0.0012821	-0.0013475	0.0011118	-0.0020044	-0.0013520
5.3100000	1.1209409	0.3622686	-0.0494509	0.0290576	-0.0058050	0.0307133	0.0016048	-0.0013015	-0.0013605	0.0009966	-0.0018924	-0.0012475
5.3200000	1.1212308	0.3622106	-0.0491445	0.0290317	-0.0056160	0.0305220	0.0016142	-0.0013199	-0.0013725	0.0008829	-0.0017812	-0.0011441
5.3300000	1.1215206	0.3621545	-0.0488399	0.0290076	-0.0054271	0.0303320	0.0016225	-0.0013371	-0.0013835	0.0007706	-0.0016708	-0.0010417
5.3400000	1.1218100	0.3621003	-0.0485372	0.0289852	-0.0052386	0.0301432	0.0016296	-0.0013533	-0.0013934	0.0006597	-0.0015614	-0.0009405
5.3500000	1.1220993	0.3620480	-0.0482364	0.0289644	-0.0050505	0.0299555	0.0016357	-0.0013683	-0.0014024	0.0005504	-0.0014529	-0.0008404
5.3600000	1.1223884	0.3619975	-0.0479375	0.0289451	-0.0048630	0.0297690	0.0016407	-0.0013823	-0.0014103	0.0004426	-0.0013453	-0.0007415
5.3700000	1.1226772	0.3619489	-0.0476404	0.0289272	-0.0046760	0.0295837	0.0016446	-0.0013952	-0.0014172	0.0003364	-0.0012389	-0.0006439
5.3800000	1.1229660	0.3619022	-0.0473452	0.0289106	-0.0044898	0.0293996	0.0016474	-0.0014070	-0.0014232	0.0002319	-0.0011335	-0.0005476
5.3900000	1.1232545	0.3618573	-0.0470517	0.0288951	-0.0043044	0.0292166	0.0016492	-0.0014179	-0.0014282	0.0001290	-0.0010292	-0.0004527
5.4000000	1.1235429	0.3618143	-0.0467601	0.0288807	-0.0041199	0.0290348	0.0016500	-0.0014276	-0.0014323	0.0000277	-0.0009261	-0.0003591
5.4100000	1.1238312	0.3617731	-0.0464703	0.0288672	-0.0039365	0.0288542	0.0016498	-0.0014364	-0.0014355	-0.0000718	-0.0008243	-0.0002668
5.4200000	1.1241193	0.3617338	-0.0461824	0.0288545	-0.0037541	0.0286746	0.0016486	-0.0014441	-0.0014377	-0.0001695	-0.0007237	-0.0001760
5.4300000	1.1244073	0.3616963	-0.0458961	0.0288426	-0.0035729	0.0284962	0.0016464	-0.0014508	-0.0014390	-0.0002654	-0.0006243	-0.0000867
5.4400000	1.1246952	0.3616606	-0.0456117	0.0288314	-0.0033930	0.0283190	0.0016433	-0.0014566	-0.0014394	-0.0003596	-0.0005264	0.0000012
5.4500000	1.1249830	0.3616267	-0.0453290	0.0288206	-0.0032145	0.0281428	0.0016392	-0.0014614	-0.0014390	-0.0004519	-0.0004298	0.0000875
5.4600000	1.1252707	0.3615945	-0.0450481	0.0288104	-0.0030374	0.0279678	0.0016343	-0.0014652	-0.0014377	-0.0005423	-0.0003346	0.0001723
5.4700000	1.1255583	0.3615642	-0.0447689	0.0288005	-0.0028618	0.0277939	0.0016284	-0.0014681	-0.0014356	-0.0006309	-0.0002408	0.0002556
5.4800000	1.1258458	0.3615356	-0.0444915	0.0287908	-0.0026879	0.0276211	0.0016217	-0.0014700	-0.0014326	-0.0007176	-0.0001485	0.0003372
5.4900000	1.1261333	0.3615087	-0.0442157	0.0287813	-0.0025156	0.0274494	0.0016140	-0.0014711	-0.0014288	-0.0008023	-0.0000577	0.0004173
5.5000000	1.1264206	0.3614835	-0.0439417	0.0287719	-0.0023450	0.0272788	0.0016056	-0.0014712	-0.0014243	-0.0008851	0.0000316	0.0004957
5.5100000	1.1267078	0.3614601	-0.0436694	0.0287625	-0.0021763	0.0271092	0.0015963	-0.0014705	-0.0014189	-0.0009659	0.0001193	0.0005725
5.5200000	1.1269950	0.3614383	-0.0433988	0.0287530	-0.0020094	0.0269408	0.0015863	-0.0014688	-0.0014128	-0.0010448	0.0002054	0.0006476
5.5300000	1.1272820	0.3614182	-0.0431298	0.0287433	-0.0018445	0.0267734	0.0015754	-0.0014664	-0.0014060	-0.0011217	0.0002900	0.0007211
5.5400000	1.1275690	0.3613998	-0.0428625	0.0287334	-0.0016817	0.0266071	0.0015638	-0.0014631	-0.0013984	-0.0011966	0.0003729	0.0007928
5.5500000	1.1278559	0.3613830	-0.0425969	0.0287232	-0.0015209	0.0264418	0.0015515	-0.0014590	-0.0013901	-0.0012695	0.0004541	0.0008628
5.5600000	1.1281426	0.3613677	-0.0423329	0.0287125	-0.0013622	0.0262776	0.0015384	-0.0014540	-0.0013812	-0.0013404	0.0005337	0.0009311
5.5700000	1.1284293	0.3613541	-0.0420705	0.0287014	-0.0012057	0.0261144	0.0015247	-0.0014483	-0.0013715	-0.0014092	0.0006116	0.0009977
5.5800000	1.1287159	0.3613420	-0.0418098	0.0286897	-0.0010515	0.0259523	0.0015102	-0.0014418	-0.0013612	-0.0014761	0.0006878	0.0010625
5.5900000	1.1290023	0.3613315	-0.0415507	0.0286773	-0.0008996	0.0257912	0.0014951	-0.0014346	-0.0013502	-0.0015408	0.0007622	0.0011256
5.6000000	1.1292887	0.3613225	-0.0412932	0.0286643	-0.0007500	0.0256312	0.0014794	-0.0014266	-0.0013387	-0.0016036	0.0008349	0.0011869
5.6100000	1.1295749	0.3613150	-0.0410373	0.0286505	-0.0006028	0.0254721	0.0014630	-0.0014180	-0.0013265	-0.0016643	0.0009059	0.0012465
5.6200000	1.1298609	0.3613089	-0.0407829	0.0286359	-0.0004581	0.0253141	0.0014461	-0.0014086	-0.0013137	-0.0017230	0.0009751	0.0013043
5.6300000	1.1301468	0.3613043	-0.0405302	0.0286204	-0.0003159	0.0251571	0.0014285	-0.0013985	-0.0013004	-0.0017796	0.0010426	0.0013603
5.6400000	1.1304326	0.3613011	-0.0402790	0.0286040	-0.0001761	0.0250010	0.0014105	-0.0013878	-0.0012865	-0.0018342	0.0011082	0.0014145
5.6500000	1.1307182	0.3612993	-0.0400294	0.0285865	-0.0000390	0.0248460	0.0013918	-0.0013764	-0.0012721	-0.0018867	0.0011720	0.0014669
5.6600000	1.1310037	0.3612989	-0.0397813	0.0285680	0.0000956	0.0246920	0.0013727	-0.0013644	-0.0012571	-0.0019372	0.0012341	0.0015176
5.6700000	1.1312889	0.3612998	-0.0395347	0.0285484	0.0002275	0.0245389	0.0013531	-0.0013517	-0.0012417	-0.0019857	0.0012943	0.0015664
5.6800000	1.1315740	0.3613021	-0.0392897	0.0285276	0.0003567	0.0243869	0.0013329	-0.0013385	-0.0012258	-0.0020322	0.0013528	0.0016135
5.6900000	1.1318588	0.3613056	-0.0390462	0.0285056	0.0004833	0.0242358	0.0013124	-0.0013247	-0.0012094	-0.0020766	0.0014094	0.0016588
5.7000000	1.1321434	0.3613104	-0.0388042	0.0284823	0.0006071	0.0240856	0.0012914	-0.0013104	-0.0011926	-0.0021190	0.0014642	0.0017024
5.7100000	1.1324278	0.3613165	-0.0385637	0.0284577	0.0007282	0.0239364	0.0012700	-0.0012955	-0.0011753	-0.0021594	0.0015171	0.0017441
5.7200000	1.1327120	0.3613237	-0.0383248	0.0284317	0.0008464	0.0237882	0.0012482	-0.0012801	-0.0011577	-0.0021979	0.0015683	0.0017841
5.7300000	1.1329959	0.3613321	-0.0380872	0.0284043	0.0009619	0.0236409	0.0012260	-0.0012642	-0.0011396	-0.0022343	0.0016176	0.0018224
5.7400000	1.1332795	0.3613417	-0.0378512	0.0283755	0.0010746	0.0234946	0.0012034	-0.0012478	-0.0011212	-0.0022688	0.0016651	0.0018588
5.7500000	1.1335628	0.3613524	-0.0376166	0.0283452	0.0011844	0.0233491	0.0011806	-0.0012310	-0.0011024	-0.0023013	0.0017108	0.0018936
5.7600000	1.1338458	0.3613642	-0.0373835	0.0283134	0.0012914	0.0232047	0.0011574	-0.0012136	-0.0010833	-0.0023319	0.0017547	0.0019266
5.7700000	1.1341285	0.3613771	-0.0371518	0.0282801	0.0013955	0.0230611	0.0011339	-0.0011959	-0.0010638	-0.0023606	0.0017968	0.0019579
5.7800000	1.1344109	0.3613910	-0.0369215	0.0282452	0.0014968	0.0229184	0.0011101	-0.0011778	-0.0010441	-0.0023873	0.0018371	0.0019874
5.7900000	1.1346929	0.3614059	-0.0366927	0.0282086	0.0015951	0.0227767	0.0010861	-0.0011592	-0.0010241	-0.0024122	0.0018755	0.0020153
5.8000000	1.1349746	0.3614218	-0.0364653	0.0281704	0.0016906	0.0226358	0.0010618	-0.0011403	-0.0010037	-0.0024352	0.0019122	0.0020415
5.8100000	1.1352558	0.3614387	-0.0362393	0.0281306	0.0017831	0.0224959	0.0010374	-0.0011210	-0.0009832	-0.0024563	0.0019471	0.0020660
